"first_name","last_name","nickname","wins","losses","draws","height","weight","reach","stance","birth_date","last_fight_date","total_fights"
"Darren","Elkins","The Damage",29,11,0,"5' 10""","145 lbs.","71""","Orthodox","May 16, 1984","March 21, 2010",40
"Daniel","Roberts","Ninja",15,7,0,"5' 10""","170 lbs.","74""","Southpaw","Aug 05, 1980","March 21, 2010",22
"Julio","Paulino","The Dominican Demon",23,5,0,"6' 0""","170 lbs.","--","Orthodox","Dec 04, 1975","March 21, 2010",28
"Goran","Reljic","",15,8,0,"6' 3""","205 lbs.","81""","Southpaw","Mar 20, 1984","February 20, 2010",23
"Ronys","Torres","",35,5,0,"5' 7""","155 lbs.","--","Orthodox","Aug 13, 1975","February 06, 2010",40
"Rolles","Gracie","",8,4,0,"6' 4""","242 lbs.","--","Orthodox","Jul 14, 1978","February 06, 2010",12
"Efrain","Escudero","Hecho En Mexico",28,12,0,"5' 9""","155 lbs.","71""","Orthodox","Jan 15, 1986","January 11, 2010",40
"Tom","Lawlor","Filthy",10,6,0,"6' 0""","205 lbs.","74""","Southpaw","May 15, 1983","January 11, 2010",16
"Brad","Blackburn","Bad Brad",18,13,1,"5' 10""","170 lbs.","73""","Orthodox","May 25, 1977","January 11, 2010",32
"Jesse","Lennox","The Ox",14,4,0,"5' 9""","170 lbs.","72""","Orthodox","Mar 10, 1982","January 11, 2010",18
"Nik","Lentz","The Carny",30,12,2,"5' 8""","145 lbs.","68""","Orthodox","Aug 13, 1984","January 11, 2010",44
"Mike","Guymon","The Joker",15,6,1,"6' 0""","170 lbs.","74""","Orthodox","Sep 17, 1974","January 11, 2010",22
"John","Salter","",14,3,0,"6' 1""","185 lbs.","74""","Southpaw","Mar 21, 1985","January 11, 2010",17
"Duane","Ludwig","Bang",21,14,0,"5' 10""","170 lbs.","70""","Orthodox","Aug 04, 1978","January 02, 2010",35
"Gilbert","Yvel","The Hurricane",39,16,1,"6' 2""","225 lbs.","77""","Orthodox","Jun 30, 1976","January 02, 2010",56
"John","Gunderson","Quick Guns",35,16,2,"5' 9""","155 lbs.","69""","Orthodox","Jan 05, 1979","January 02, 2010",53
"Mike","Pierce","",17,7,0,"5' 8""","170 lbs.","71""","Orthodox","Sep 01, 1980","December 12, 2009",24
"Ricardo","Funch","Golden Boy",9,6,0,"5' 10""","170 lbs.","74""","Southpaw","Aug 14, 1980","December 12, 2009",15
"Lucio","Linhares","",19,8,0,"6' 2""","185 lbs.","--","Orthodox","Dec 08, 1973","December 12, 2009",27
"Brendan","Schaub","Big Brown",10,5,0,"6' 4""","245 lbs.","78""","Orthodox","Mar 18, 1983","December 05, 2009",15
"Jon","Jones","Bones",28,1,0,"6' 4""","248 lbs.","84""","Orthodox","Jul 19, 1987","December 05, 2009",29
"Matt","Veach","",17,5,0,"5' 11""","155 lbs.","--","Orthodox","May 31, 1981","December 05, 2009",22
"Marcus","Jones","The Darkness",4,2,0,"6' 6""","265 lbs.","--","Orthodox","Aug 15, 1973","December 05, 2009",6
"Darrill","Schoonover","The Boss",14,8,0,"6' 2""","220 lbs.","--","Orthodox","Jul 18, 1985","December 05, 2009",22
"Justin","Wren","The Viking",13,2,0,"6' 2""","265 lbs.","--","Orthodox","Apr 27, 1987","December 05, 2009",15
"Rodney","Wallace","Shonuff The Master",26,15,1,"5' 9""","205 lbs.","72""","Switch","Nov 21, 1981","December 05, 2009",42
"Joe","Brammer","The South Side Strangler",7,3,1,"5' 8""","155 lbs.","--","Orthodox","Aug 23, 1983","December 05, 2009",11
"Jacob","Volkmann","Christmas",19,7,0,"5' 9""","155 lbs.","71""","Southpaw","Sep 05, 1980","November 21, 2009",26
"Fabricio","Camoes","Morango",14,9,1,"5' 10""","155 lbs.","71""","Orthodox","Dec 23, 1978","November 21, 2009",24
"James","Wilks","Lightning",7,4,0,"6' 1""","170 lbs.","75""","Orthodox","May 04, 1978","November 14, 2009",11
"Matthew","Riddle","Deep Waters",8,3,0,"6' 1""","170 lbs.","76""","Southpaw","Jan 14, 1986","November 14, 2009",11
"Jared","Hamman","The Messenger",14,6,0,"6' 3""","185 lbs.","75""","Orthodox","Mar 07, 1982","November 14, 2009",20
"Ben","Rothwell","",39,14,0,"6' 4""","265 lbs.","78""","Orthodox","Oct 17, 1981","October 24, 2009",53
"Chase","Gormley","",14,6,0,"6' 3""","265 lbs.","--","Orthodox","--","October 24, 2009",20
"Steve","Lopez","",13,6,1,"5' 11""","155 lbs.","--","Orthodox","Jul 30, 1984","September 19, 2009",20
"Rafaello","Oliveira","Tractor",17,8,0,"5' 8""","155 lbs.","71""","Orthodox","Jan 26, 1982","September 19, 2009",25
"Brian","Foster","The Foster Boy",27,10,0,"5' 9""","170 lbs.","71""","Orthodox","Apr 03, 1984","September 19, 2009",37
"Jason","Brilz","Hitman",22,6,1,"5' 11""","205 lbs.","71""","Orthodox","Jul 07, 1975","September 19, 2009",29
"Igor","Pokrajac","The Duke",28,13,0,"6' 0""","205 lbs.","74""","Orthodox","Jan 02, 1979","September 19, 2009",41
"Jake","Ellenberger","The Juggernaut",31,15,0,"5' 9""","170 lbs.","71""","Orthodox","Mar 28, 1985","September 16, 2009",46
"Tim","Credeur","",12,4,0,"6' 3""","185 lbs.","75""","Orthodox","Jul 09, 1977","September 16, 2009",16
"Jay","Silva","",10,11,1,"6' 2""","185 lbs.","--","Southpaw","--","September 16, 2009",22
"Steve","Steinbeiss","The Hooligan",9,4,0,"6' 3""","185 lbs.","75""","Orthodox","May 05, 1981","September 16, 2009",13
"Demian","Maia","",28,11,0,"6' 1""","170 lbs.","72""","Southpaw","Nov 06, 1977","August 29, 2009",39
"Krzysztof","Soszynski","The Polish Experiment",26,12,1,"6' 1""","205 lbs.","77""","Open Stance","Aug 02, 1977","August 29, 2009",39
"Chris","Tuchscherer","The Crowbar",21,4,0,"6' 2""","258 lbs.","76""","Orthodox","Sep 08, 1975","August 29, 2009",25
"Tim","Hague","The Trashing Machine",21,13,0,"6' 4""","260 lbs.","76""","Orthodox","May 09, 1983","August 29, 2009",34
"Shane","Nelson","Sugar",16,7,0,"5' 9""","155 lbs.","70""","Southpaw","Nov 29, 1984","August 08, 2009",23
"Amir","Sadollah","",6,5,0,"5' 10""","170 lbs.","75""","Orthodox","Aug 27, 1980","August 08, 2009",11
"Dan","Cramer","",11,4,0,"6' 2""","170 lbs.","--","Orthodox","Oct 31, 1985","August 08, 2009",15
"Danillo","Villefort","Indio",15,5,0,"6' 1""","185 lbs.","--","Orthodox","May 08, 1983","August 08, 2009",20
"Paulo","Thiago","",18,9,0,"5' 11""","170 lbs.","74""","Orthodox","Jan 25, 1981","July 11, 2009",27
"TJ","Grant","",21,5,0,"5' 10""","155 lbs.","72""","Orthodox","Feb 26, 1984","July 11, 2009",26
"DaMarques","Johnson","Darkness",15,15,0,"6' 1""","170 lbs.","75""","Orthodox","Jun 28, 1982","June 20, 2009",30
"Andre","Winner","",21,11,2,"5' 11""","155 lbs.","73""","Orthodox","Nov 09, 1981","June 20, 2009",34
"Edgar","Garcia","",14,5,0,"5' 10""","170 lbs.","71""","Orthodox","Feb 22, 1984","June 20, 2009",19
"Mike","Ciesnolevicz","",19,4,0,"6' 0""","235 lbs.","--","Orthodox","Oct 28, 1979","June 20, 2009",23
"Frank","Lester","",11,6,0,"5' 11""","170 lbs.","--","Orthodox","Jun 10, 1984","June 20, 2009",17
"Cameron","Dollar","",11,5,0,"5' 11""","155 lbs.","--","Orthodox","May 12, 1987","June 20, 2009",16
"Ben","Saunders","Killa B",22,13,2,"6' 2""","170 lbs.","77""","Orthodox","Apr 13, 1983","June 13, 2009",37
"Peter","Sobotta","",17,7,1,"6' 0""","170 lbs.","75""","Southpaw","Jan 11, 1987","June 13, 2009",25
"Rolando","Delgado","Roli",11,6,1,"6' 3""","155 lbs.","77""","Orthodox","Nov 22, 1981","June 13, 2009",18
"Rick","Story","The Horror",19,9,0,"5' 9""","170 lbs.","71""","Southpaw","Aug 28, 1984","June 13, 2009",28
"Rashad","Evans","Suga",19,8,1,"6' 0""","205 lbs.","75""","Orthodox","Sep 25, 1979","May 23, 2009",28
"Dan","Miller","",14,8,0,"6' 1""","185 lbs.","74""","Orthodox","Jun 30, 1981","May 23, 2009",22
"Mike","Pyle","Quicksand",27,14,1,"6' 0""","170 lbs.","74""","Orthodox","Sep 18, 1975","May 23, 2009",42
"Pat","Barry","Hd",8,7,0,"5' 11""","235 lbs.","74""","Orthodox","Jul 07, 1979","May 23, 2009",15
"Brian","Stann","All American",12,6,0,"6' 1""","205 lbs.","74""","Orthodox","Sep 24, 1980","April 18, 2009",18
"Steve","Cantwell","The Robot",7,6,0,"6' 2""","185 lbs.","75""","Orthodox","Dec 08, 1986","April 18, 2009",13
"Xavier","Foupa-Pokam","Professor X",32,22,0,"6' 1""","185 lbs.","--","Open Stance","Jul 03, 1982","April 18, 2009",54
"Carlos","Condit","The Natural Born Killer",32,14,0,"6' 2""","170 lbs.","75""","Orthodox","Apr 26, 1984","April 01, 2009",46
"Junie","Browning","",5,6,0,"5' 9""","155 lbs.","--","Orthodox","May 12, 1984","April 01, 2009",11
"Jesse","Sanders","",23,7,0,"6' 0""","170 lbs.","--","Orthodox","--","April 01, 2009",30
"Nick","Catone","The Jersey Devil",10,4,0,"6' 0""","185 lbs.","72""","Southpaw","Sep 01, 1981","April 01, 2009",14
"Nissen","Osterneck","",12,4,0,"6' 2""","185 lbs.","--","Orthodox","May 01, 1981","April 01, 2009",16
"Tim","McKenzie","",14,9,0,"6' 0""","185 lbs.","74""","Orthodox","Jul 21, 1982","April 01, 2009",23
"Mark","Munoz","The Filipino Wrecking Machine",14,6,0,"6' 0""","185 lbs.","71""","Orthodox","Feb 09, 1978","March 07, 2009",20
"Jim","Miller","A-10",38,18,0,"5' 8""","155 lbs.","71""","Southpaw","Aug 30, 1983","March 07, 2009",56
"Ryan","Madigan","",5,3,0,"6' 0""","170 lbs.","--","Orthodox","--","March 07, 2009",8
"Rory","Markham","",17,6,0,"6' 0""","170 lbs.","71""","Orthodox","Mar 25, 1982","February 21, 2009",23
"Brian","Cobb","",20,9,0,"5' 11""","155 lbs.","--","Orthodox","--","February 21, 2009",29
"Stefan","Struve","Skyscraper",33,13,0,"6' 11""","265 lbs.","84""","Orthodox","Feb 18, 1988","February 21, 2009",46
"Neil","Grove","Goliath",12,8,1,"6' 6""","265 lbs.","--","Orthodox","Jan 18, 1971","February 21, 2009",21
"Troy","Mandaloniz","Rude Boy",3,2,0,"5' 9""","170 lbs.","--","Orthodox","Feb 01, 1980","February 21, 2009",5
"Denis","Stojnic","",13,3,0,"6' 0""","245 lbs.","--","Orthodox","Feb 02, 1980","February 07, 2009",16
"Jake","Rosholt","",12,5,0,"6' 1""","185 lbs.","--","Orthodox","Feb 09, 1982","February 07, 2009",17
"Derek","Downey","",11,4,0,"6' 1""","185 lbs.","--","Orthodox","Apr 27, 1980","February 07, 2009",15
"Thiago","Silva","",19,6,0,"6' 2""","205 lbs.","74""","Orthodox","Nov 12, 1982","January 31, 2009",25
"Dong","Hyun Kim","Stun Gun",22,4,1,"6' 2""","170 lbs.","76""","Southpaw","Nov 17, 1981","January 31, 2009",27
"Nate","Diaz","",22,13,0,"6' 0""","170 lbs.","76""","Southpaw","Apr 16, 1985","January 31, 2009",35
"Denis","Kang","",35,16,2,"5' 11""","185 lbs.","77""","Orthodox","Sep 17, 1977","January 17, 2009",53
"Tom","Egan","",7,5,0,"5' 11""","170 lbs.","--","Orthodox","--","January 17, 2009",12
"Alexandre","Barros","Baixinho",22,11,0,"5' 9""","170 lbs.","--","Southpaw","Nov 19, 1976","January 17, 2009",33
"Ivan","Serati","",12,4,0,"6' 0""","205 lbs.","--","Orthodox","--","January 17, 2009",16
"Antonio","Rodrigo Nogueira","Minotauro",34,10,1,"6' 3""","240 lbs.","77""","Orthodox","Jun 02, 1976","December 27, 2008",45
"Mike","Massenzio","The Master Of Disaster",13,9,0,"6' 2""","185 lbs.","73""","Southpaw","Nov 01, 1982","December 27, 2008",22
"Mostapha","Al-Turk","",6,6,0,"6' 2""","245 lbs.","77""","Orthodox","Jul 14, 1973","December 27, 2008",12
"Mike","Wessel","Juggernaut",15,8,0,"6' 0""","260 lbs.","--","Orthodox","Dec 02, 1977","December 27, 2008",23
"Phillipe","Nover","The Filipino Assassin",11,8,1,"5' 9""","145 lbs.","72""","Orthodox","Feb 03, 1984","December 13, 2008",20
"Vinny","Magalhaes","Pezao",14,9,0,"6' 3""","205 lbs.","75""","Orthodox","Jul 02, 1984","December 13, 2008",23
"Kevin","Burns","The Fire",12,7,0,"5' 10""","170 lbs.","74""","Orthodox","Mar 03, 1980","December 13, 2008",19
"David","Kaplan","Diamond",3,4,0,"5' 7""","155 lbs.","--","Orthodox","Nov 16, 1979","December 13, 2008",7
"Shane","Primm","",5,5,0,"6' 3""","205 lbs.","--","Orthodox","Jul 30, 1984","December 13, 2008",10
"Jules","Bruchez","",1,2,0,"6' 0""","205 lbs.","--","Southpaw","Aug 16, 1977","December 13, 2008",3
"Kyle","Kingsbury","Kingsbu",11,6,0,"6' 4""","205 lbs.","79""","Orthodox","Mar 22, 1982","December 13, 2008",17
"George","Roop","",15,13,1,"6' 1""","135 lbs.","72""","Orthodox","Nov 10, 1981","December 13, 2008",29
"John","Polakowski","Buckets Of Blood",2,2,0,"5' 10""","155 lbs.","--","Orthodox","Jun 21, 1981","December 13, 2008",4
"Yoshiyuki","Yoshida","Zenko",18,9,0,"5' 11""","170 lbs.","70""","Southpaw","May 10, 1974","December 10, 2008",27
"Razak","Al-Hassan","",13,5,0,"6' 2""","205 lbs.","--","Orthodox","May 14, 1982","December 10, 2008",18
"Nate","Loughran","",11,2,0,"6' 2""","185 lbs.","--","Orthodox","Jul 28, 1980","December 10, 2008",13
"Brandon","Wolff","",7,5,0,"5' 9""","170 lbs.","--","Orthodox","Oct 18, 1975","December 10, 2008",12
"Josh","Hendricks","",19,11,0,"6' 2""","235 lbs.","--","Southpaw","Aug 28, 1976","November 15, 2008",30
"Rafael","Dos Anjos","",32,17,0,"5' 8""","170 lbs.","70""","Southpaw","Oct 26, 1984","November 15, 2008",49
"Shannon","Gugerty","",15,7,0,"5' 10""","155 lbs.","71""","Orthodox","Dec 30, 1981","October 25, 2008",22
"Matt","Horwich","Suave",30,25,1,"6' 1""","185 lbs.","--","Orthodox","Oct 02, 1978","October 25, 2008",56
"Paul","Kelly","",14,5,0,"5' 9""","155 lbs.","70""","Orthodox","Sep 12, 1984","October 18, 2008",19
"Akihiro","Gono","",35,21,8,"5' 7""","170 lbs.","68""","Switch","Oct 07, 1974","October 18, 2008",64
"Neil","Wain","Old School",13,4,0,"5' 10""","242 lbs.","--","Orthodox","--","October 18, 2008",17
"David","Baron","",17,4,1,"5' 6""","155 lbs.","--","Switch","Feb 15, 1973","October 18, 2008",22
"Mac","Danzig","",21,12,1,"5' 8""","155 lbs.","70""","Orthodox","Jan 02, 1980","September 17, 2008",34
"Joe","Vedepo","The Doctor",18,9,0,"6' 0""","185 lbs.","--","Orthodox","--","September 17, 2008",27
"Rob","Kimmons","The Rosedale Reaper",25,9,0,"5' 10""","185 lbs.","73""","Orthodox","Jan 30, 1981","September 17, 2008",34
"Rousimar","Palhares","Toquinho",19,8,0,"5' 8""","170 lbs.","71""","Orthodox","Feb 26, 1980","September 06, 2008",27
"Martin","Kampmann","The Hitman",20,7,0,"6' 0""","170 lbs.","72""","Orthodox","Apr 17, 1982","September 06, 2008",27
"Matt","Brown","The Immortal",26,19,0,"6' 0""","170 lbs.","75""","Orthodox","Jan 10, 1981","September 06, 2008",45
"Michael","Patt","",12,4,0,"6' 0""","205 lbs.","--","Orthodox","--","September 06, 2008",16
"Jon","Fitch","",30,7,1,"6' 0""","170 lbs.","74""","Orthodox","Feb 24, 1978","August 09, 2008",38
"Roger","Huerta","El Matador",23,9,1,"5' 9""","155 lbs.","70""","Orthodox","May 20, 1983","August 09, 2008",33
"Dan","Evensen","The Viking",11,4,0,"6' 3""","250 lbs.","--","Orthodox","Jun 01, 1974","August 09, 2008",15
"Andre","Gusmao","",6,3,0,"6' 0""","205 lbs.","--","Orthodox","May 19, 1977","August 09, 2008",9
"Steve","Bruno","Hollywood",15,6,0,"5' 10""","170 lbs.","--","Orthodox","Nov 03, 1981","August 09, 2008",21
"Ryan","Thomas","The Tank Engine",20,8,0,"6' 0""","170 lbs.","--","Orthodox","Nov 05, 1984","August 09, 2008",28
"Reese","Andy","Riptide",7,3,0,"6' 0""","205 lbs.","--","Orthodox","Mar 31, 1973","July 19, 2008",10
"Jesse","Taylor","Jt Money",31,15,0,"6' 0""","170 lbs.","73""","Orthodox","Jan 02, 1983","July 19, 2008",46
"Cale","Yarbrough","",8,3,0,"6' 1""","185 lbs.","--","Orthodox","Dec 27, 1986","July 19, 2008",11
"Brodie","Farber","",16,7,0,"6' 1""","170 lbs.","--","Orthodox","Jul 05, 1980","July 19, 2008",23
"Johnny","Rees","The Hater Hurter",13,5,0,"6' 0""","170 lbs.","--","Orthodox","Oct 21, 1982","July 19, 2008",18
"James","Giboo","",13,5,0,"5' 11""","170 lbs.","--","Orthodox","Jan 06, 1978","July 19, 2008",18
"Dale","Hartt","",6,3,0,"5' 10""","155 lbs.","69""","Orthodox","Apr 04, 1979","July 19, 2008",9
"Quinton","Jackson","Rampage",37,12,0,"6' 1""","205 lbs.","73""","Orthodox","Jun 20, 1978","July 05, 2008",49
"Justin","McCully","The Insane One",11,5,2,"6' 1""","225 lbs.","73""","Orthodox","Feb 18, 1976","July 05, 2008",18
"Corey","Hill","",6,9,0,"6' 4""","155 lbs.","80""","Orthodox","Oct 03, 1978","July 05, 2008",15
"CB","Dollaway","The Doberman",17,9,0,"6' 2""","185 lbs.","76""","Orthodox","Aug 10, 1983","June 21, 2008",26
"Dante","Rivera","",16,7,0,"6' 1""","185 lbs.","--","Southpaw","Dec 08, 1974","June 21, 2008",23
"Matt","Arroyo","No Regard",3,3,0,"5' 10""","170 lbs.","72""","Orthodox","Sep 01, 1982","June 21, 2008",6
"Jason","Day","Dooms",19,12,0,"6' 0""","185 lbs.","72""","Orthodox","May 19, 1981","June 07, 2008",31
"Antonio","Mendes","Samurai",18,13,0,"6' 3""","205 lbs.","77""","Southpaw","Apr 19, 1981","May 24, 2008",31
"War","Machine","",14,5,0,"5' 11""","170 lbs.","--","Orthodox","Nov 30, 1981","May 24, 2008",19
"Brad","Morris","",10,6,0,"6' 2""","205 lbs.","--","Orthodox","Nov 01, 1979","April 19, 2008",16
"Joe","Lauzon","",28,16,0,"5' 10""","155 lbs.","71""","Orthodox","May 22, 1984","April 02, 2008",44
"Frankie","Edgar","The Answer",23,11,1,"5' 6""","135 lbs.","68""","Orthodox","Oct 16, 1981","April 02, 2008",35
"Tim","Boetsch","The Barbarian",21,13,0,"6' 0""","185 lbs.","74""","Orthodox","Jan 28, 1981","April 02, 2008",34
"Ryan","Roberts","",21,12,1,"5' 6""","155 lbs.","--","Orthodox","Jul 16, 1978","April 02, 2008",34
"Samy","Schiavo","",10,6,0,"5' 8""","155 lbs.","--","Orthodox","Dec 24, 1975","April 02, 2008",16
"Roman","Mitichyan","",8,3,0,"5' 10""","170 lbs.","--","Orthodox","Sep 04, 1978","April 02, 2008",11
"Chris","Wilson","The Professor",18,10,0,"6' 1""","170 lbs.","75""","Orthodox","Jun 07, 1977","March 01, 2008",28
"Jake","O'Brien","Irish",15,4,0,"6' 3""","205 lbs.","76""","Orthodox","Sep 25, 1984","March 01, 2008",19
"David","Bielkheden","",24,12,0,"5' 10""","155 lbs.","71""","Orthodox","Jun 06, 1979","March 01, 2008",36
"Brock","Lesnar","",5,3,0,"6' 3""","265 lbs.","81""","Orthodox","Jul 12, 1977","February 02, 2008",8
"Rob","Yundt","Monster",9,5,0,"6' 1""","185 lbs.","--","Orthodox","May 05, 1980","February 02, 2008",14
"Kyle","Bradley","",19,12,0,"5' 9""","155 lbs.","71""","Orthodox","Aug 19, 1982","February 02, 2008",31
"Cole","Miller","Magrinho",21,11,0,"6' 1""","145 lbs.","73""","Orthodox","Apr 26, 1984","January 23, 2008",32
"Justin","Buchholz","",15,10,0,"6' 0""","155 lbs.","73""","Orthodox","Aug 22, 1983","January 23, 2008",25
"Jess","Liaudin","The Joker",20,11,0,"5' 9""","170 lbs.","72""","Orthodox","--","January 19, 2008",31
"James","Lee","",15,3,0,"5' 11""","205 lbs.","--","Southpaw","Sep 22, 1973","January 19, 2008",18
"Per","Eklund","",14,5,1,"5' 10""","155 lbs.","72""","Orthodox","--","January 19, 2008",20
"Soa","Palelei","The Hulk",22,5,0,"6' 4""","265 lbs.","81""","Orthodox","Jul 12, 1977","December 29, 2007",27
"Rameau","Thierry Sokoudjou","The African Assassin",18,18,0,"5' 10""","205 lbs.","78""","Orthodox","Apr 18, 1984","December 29, 2007",36
"Luiz","Cane","Banha",17,7,0,"6' 2""","185 lbs.","77""","Southpaw","Apr 24, 1981","December 29, 2007",24
"Tommy","Speer","",21,7,0,"5' 10""","170 lbs.","71""","Orthodox","Aug 20, 1984","December 08, 2007",28
"Jared","Rollins","J-roc",8,4,0,"5' 9""","170 lbs.","--","Orthodox","Jan 26, 1977","December 08, 2007",12
"Billy","Miles","The Kid",2,2,0,"5' 10""","170 lbs.","--","Orthodox","Apr 28, 1978","December 08, 2007",4
"Dan","Barrera","The Fireman",3,1,0,"5' 9""","170 lbs.","--","Orthodox","Dec 23, 1980","December 08, 2007",4
"Richie","Hightower","The Dirty Samurai",8,4,0,"5' 8""","170 lbs.","--","Orthodox","Nov 26, 1974","December 08, 2007",12
"John","Kolosci","",15,9,0,"5' 11""","185 lbs.","--","Orthodox","Nov 26, 1974","December 08, 2007",24
"Dorian","Price","",8,5,0,"6' 3""","170 lbs.","--","Southpaw","Aug 20, 1977","December 08, 2007",13
"Paul","Georgieff","",6,2,0,"6' 2""","170 lbs.","--","Orthodox","Sep 22, 1982","December 08, 2007",8
"Michael","Bisping","The Count",30,9,0,"6' 1""","185 lbs.","75""","Orthodox","Feb 28, 1979","November 17, 2007",39
"Houston","Alexander","The Assassin",17,15,1,"6' 0""","205 lbs.","72""","Orthodox","Mar 22, 1972","November 17, 2007",33
"Ryo","Chonan","Piranah",22,13,0,"5' 9""","170 lbs.","70""","Orthodox","Oct 08, 1976","November 17, 2007",35
"Jason","Reinhardt","",20,3,0,"5' 6""","135 lbs.","--","Orthodox","Oct 31, 1969","November 17, 2007",23
"Tamdan","McCrory","The Barncat",14,5,0,"6' 4""","185 lbs.","76""","Switch","Nov 05, 1986","November 17, 2007",19
"Brandon","Vera","The Truth",15,7,0,"6' 3""","230 lbs.","78""","Orthodox","Oct 10, 1977","October 20, 2007",22
"Mauricio","Rua","Shogun",27,14,1,"6' 1""","205 lbs.","76""","Orthodox","Nov 25, 1981","September 22, 2007",42
"Kazuhiro","Nakamura","Kaz",21,13,0,"5' 11""","205 lbs.","70""","Orthodox","Jul 16, 1979","September 22, 2007",34
"Thiago","Tavares","",21,7,1,"5' 7""","145 lbs.","70""","Orthodox","Nov 08, 1984","September 22, 2007",29
"Anthony","Johnson","Rumble",22,6,0,"6' 2""","205 lbs.","78""","Orthodox","Mar 06, 1984","September 22, 2007",28
"Scott","Junk","",8,3,1,"6' 1""","265 lbs.","--","Orthodox","Dec 17, 1978","September 22, 2007",12
"Michihiro","Omigawa","",17,14,1,"5' 6""","145 lbs.","68""","Orthodox","Dec 19, 1975","September 22, 2007",32
"Joe","Veres","",4,3,0,"5' 7""","155 lbs.","--","Orthodox","Nov 09, 1977","September 19, 2007",7
"Dan","Henderson","Hendo",32,15,0,"5' 11""","185 lbs.","74""","Orthodox","Aug 24, 1970","September 08, 2007",47
"Matt","Hamill","The Hammer",12,8,0,"6' 1""","205 lbs.","76""","Orthodox","Oct 05, 1976","September 08, 2007",20
"Paul","Taylor","Relentless",11,6,1,"6' 0""","155 lbs.","72""","Orthodox","Dec 15, 1979","September 08, 2007",18
"Terry","Etim","",16,5,0,"6' 1""","155 lbs.","73""","Orthodox","Jan 11, 1986","September 08, 2007",21
"Tomasz","Drwal","Gorilla",21,5,1,"6' 1""","205 lbs.","76""","Orthodox","Jan 22, 1982","September 08, 2007",27
"Anthony","Torres","The Crush",5,3,0,"5' 8""","170 lbs.","--","Orthodox","Jul 31, 1978","September 08, 2007",8
"Gabriel","Gonzaga","Napao",17,11,0,"6' 2""","242 lbs.","76""","Orthodox","May 18, 1979","August 25, 2007",28
"Alberto","Crane","",15,5,0,"5' 5""","155 lbs.","--","Orthodox","Jul 14, 1976","August 25, 2007",20
"Kendall","Grove","Da Spyder",23,17,0,"6' 6""","185 lbs.","79""","Orthodox","Nov 12, 1982","August 25, 2007",40
"Ryan","Jensen","",21,8,0,"6' 1""","185 lbs.","76""","Orthodox","Sep 20, 1977","August 25, 2007",29
"Marcus","Aurelio","Maximus",22,10,0,"5' 10""","155 lbs.","74""","Orthodox","Aug 18, 1973","August 25, 2007",32
"Alvin","Robinson","",15,9,0,"5' 9""","155 lbs.","68""","Southpaw","Jul 16, 1982","July 07, 2007",24
"Nate","Marquardt","The Great",35,19,2,"6' 0""","185 lbs.","74""","Orthodox","Apr 20, 1979","July 07, 2007",56
"Mike","Nickels","",9,5,0,"6' 4""","205 lbs.","--","Orthodox","Dec 13, 1971","July 07, 2007",14
"Mark","Bocek","",12,5,0,"5' 8""","155 lbs.","75""","Orthodox","Oct 24, 1981","July 07, 2007",17
"Manvel","Gamburyan","The Anvil",15,10,0,"5' 5""","135 lbs.","67""","Orthodox","May 08, 1981","June 23, 2007",25
"Floyd","Sword","",12,3,0,"6' 0""","185 lbs.","--","Orthodox","Aug 24, 1976","June 23, 2007",15
"Doug","Evans","",13,10,0,"5' 9""","155 lbs.","--","Orthodox","Oct 10, 1980","June 23, 2007",23
"Brandon","Melendez","The Murderer",25,25,0,"5' 11""","155 lbs.","--","Southpaw","Mar 24, 1983","June 23, 2007",50
"Andy","Wang","",7,8,1,"5' 6""","155 lbs.","--","Orthodox","May 28, 1977","June 23, 2007",16
"Rob","Emerson","The Saint",18,12,0,"5' 9""","155 lbs.","70""","Orthodox","Jul 30, 1981","June 23, 2007",30
"Allen","Berube","Monstah Lobstah",4,3,0,"5' 8""","155 lbs.","--","Orthodox","Aug 25, 1974","June 23, 2007",7
"Brian","Geraghty","Duke",26,18,1,"5' 7""","155 lbs.","--","Orthodox","Nov 04, 1980","June 23, 2007",45
"Yushin","Okami","Thunder",34,12,0,"6' 2""","170 lbs.","75""","Southpaw","Jul 21, 1981","June 16, 2007",46
"Jason","Tan","",5,3,0,"5' 10""","170 lbs.","--","Orthodox","Dec 17, 1981","June 16, 2007",8
"Colin","Robinson","Big C",10,12,0,"6' 4""","243 lbs.","--","Orthodox","Nov 27, 1968","June 16, 2007",22
"Stevie","Lynch","",5,2,0,"5' 10""","170 lbs.","--","Orthodox","--","June 16, 2007",7
"Roan","Carneiro","Jucao",21,11,0,"5' 11""","170 lbs.","76""","Orthodox","Jun 02, 1978","June 12, 2007",32
"Jordan","Radev","",23,5,0,"5' 7""","185 lbs.","--","Southpaw","Sep 28, 1976","June 12, 2007",28
"Jason","Black","The Black Legion",23,4,1,"5' 8""","155 lbs.","--","Orthodox","Jul 15, 1972","June 12, 2007",28
"Jeff","Cox","The Grinder",10,7,0,"5' 10""","155 lbs.","--","Orthodox","Aug 02, 1968","June 12, 2007",17
"Luke","Caudillo","Lil' Hulk",17,17,0,"5' 7""","155 lbs.","--","Orthodox","Nov 30, 1980","June 12, 2007",34
"Jeremy","Stephens","Lil' Heathen",28,19,0,"5' 9""","145 lbs.","71""","Orthodox","May 25, 1986","May 26, 2007",47
